country,city,address,coordinates,operator,type,phone,email,website,image,wikidata
Germany,Mitte,,Point(13.344166666 52.504722222),Liberia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassies%20Colombia%2C%20Lesotho%2C%20Liberia%2C%20Mauritius%20in%20Berlin%2001.jpg,http://www.wikidata.org/entity/Q49959075
Germany,Mitte,,Point(13.344166666 52.504722222),Mauritius,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassies%20Colombia%2C%20Lesotho%2C%20Liberia%2C%20Mauritius%20in%20Berlin%2001.jpg,http://www.wikidata.org/entity/Q49959002
Germany,Mitte,,Point(13.3511 52.5081),Mexico,embassy,,,http://embamex.sre.gob.mx/alemania/,http://commons.wikimedia.org/wiki/Special:FilePath/Ambassade%20du%20Mexique%20%28Berlin%29%20%286300412384%29.jpg,http://www.wikidata.org/entity/Q827376
Germany,Mitte,,Point(13.351685 52.506714),Monaco,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Tiergarten%20Klingelh%C3%B6ferstra%C3%9Fe%207%20Botschaftsgeb%C3%A4ude-001.jpg,http://www.wikidata.org/entity/Q2841819
Germany,Mitte,,Point(13.39795017 52.51305008),Morocco,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Be%20Moroccan%20Embassy%2004.jpg,http://www.wikidata.org/entity/Q20746942
Germany,Mitte,"Klosterstraße 50, berlin",Point(13.411944 52.515278),Netherlands,embassy,,,https://www.nederlandwereldwijd.nl/landen/duitsland/over-ons/ambassade-in-berlijn,http://commons.wikimedia.org/wiki/Special:FilePath/Be%20Dutch%20Embassy%2001.JPG,http://www.wikidata.org/entity/Q873010
Germany,Mitte,"Joachim-Karnatz-Allee 45, 10557 Berlin, Germany",Point(13.3563 52.5194),Nicaragua,embassy,,,http://www.nicaraguaportal.de/,http://commons.wikimedia.org/wiki/Special:FilePath/Salvadorian%20Embassy%2C%20Berlin.jpg,http://www.wikidata.org/entity/Q9149555
Germany,Mitte,,Point(13.3835 52.5162),Russia,embassy,,,https://russische-botschaft.ru/,http://commons.wikimedia.org/wiki/Special:FilePath/Berlin%2C%20Mitte%2C%20Unter%20den%20Linden%2055-65%2C%20Russische%20Botschaft%2002.jpg,http://www.wikidata.org/entity/Q836838
Germany,Mitte,"Otto-von-Bismarck-Allee 4, Berlin",Point(13.371145 52.521078),Switzerland,embassy,,,http://www.eda.admin.ch/germany_all/de/home/berlin.html,http://commons.wikimedia.org/wiki/Special:FilePath/Swiss%20Embassy%20Berlin%203.JPG,http://www.wikidata.org/entity/Q689140
Germany,Mitte,,Point(13.3577 52.5079),United Arab Emirates,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Be%20Embassy%20of%20UAE%2002.jpg,http://www.wikidata.org/entity/Q894832
Germany,Mitte,,Point(13.3808 52.5158),United Kingdom,embassy,,,https://www.gov.uk/government/world/organisations/british-embassy-berlin/,http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20Strousberg%20-%20Facade.jpg,http://www.wikidata.org/entity/Q475584
Germany,Munich,,,United States of America,consulate general,,,,,http://www.wikidata.org/entity/Q16251022
Germany,Neukölln,Lilienthalstraße 3 A,Point(13.4086 52.4881),Vatican City,Apostolic Nunciature,,,http://www.nuntiatur.de/,http://commons.wikimedia.org/wiki/Special:FilePath/Be%20Apostolic%20nunciature%2003.jpg,http://www.wikidata.org/entity/Q554579
Germany,Old Town,Karl-Scharnagl-Ring 7,Point(11.583222222 48.140277777),Japan,consulate general,,,http://www.muenchen.de.emb-japan.go.jp/jp/,,http://www.wikidata.org/entity/Q49869908
Germany,Pankow,Stavangerstrasse 18,Point(13.41 52.556111111),Eritrea,embassy,,,http://botschaft-eritrea.de/,http://commons.wikimedia.org/wiki/Special:FilePath/Be%20Eritreaan%20Embassy%2005.jpg,http://www.wikidata.org/entity/Q16735620
Germany,Potsdam,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q12794051
Germany,Rotherbaum,,Point(9.997083 53.562183),United States of America,consulate general,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Consulate%20General%20USA%20Hamburg%202.jpg,http://www.wikidata.org/entity/Q5164573
Germany,Steglitz-Zehlendorf,"Boothstr. 20A, Berlin-Lichterfelde",Point(13.3235193 52.4346495),Ethiopia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Wikipedia%20for%20Peace%202017%20Photo%20Tour%2C%202017%20%28DSC06504%29.jpg,http://www.wikidata.org/entity/Q33061055
Germany,Steglitz-Zehlendorf,,Point(13.314166666 52.431388888),Sierra Leone,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Berlin-Lichterfelde%20Herwarthstr.%204.jpg,http://www.wikidata.org/entity/Q31839264
Ghana,,,Point(-0.190907569 5.573046657),Netherlands,embassy,,,https://www.nederlandwereldwijd.nl/landen/ghana/over-ons/ambassade-in-accra,,http://www.wikidata.org/entity/Q38085216
Ghana,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857254
Ghana,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q29512321
Ghana,Accra,,Point(-0.188978 5.576564),France,embassy,,,http://www.ambafrance-gh.org/,,http://www.wikidata.org/entity/Q2841638
Ghana,Accra,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q19383545
Ghana,Accra,,,South Korea,embassy,,,,,http://www.wikidata.org/entity/Q55734476
Ghana,Accra,,Point(-0.214244 5.609793),Turkey,embassy,,,,,http://www.wikidata.org/entity/Q2464712
Ghana,Accra,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12784999
Greece,,,Point(23.740493939 37.970573209),Netherlands,embassy,,,https://www.nederlandwereldwijd.nl/landen/griekenland/over-ons/ambassade-athene,,http://www.wikidata.org/entity/Q38085806
Greece,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857152
Greece,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q29448170
Greece,Athens,,Point(23.7514 37.978),Argentina,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Argentina%20in%20Athens%2C%20Greece.jpg,http://www.wikidata.org/entity/Q16891012
Greece,Athens,"10, Skoufa, 10673 Kolonaki",,Azerbaijan,embassy,,,http://www.azembassy.gr/,,http://www.wikidata.org/entity/Q16418280
Greece,Athens,,Point(23.724864 38.012572),Bulgaria,embassy,,,,,http://www.wikidata.org/entity/Q12291119
Greece,Athens,,Point(23.7379 37.9762),France,embassy,,,http://www.ambafrance-gr.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Attica%2006-13%20Athens%2008%20French%20Embassy.jpg,http://www.wikidata.org/entity/Q17490944
Greece,Athens,,Point(23.744033 37.976103),Germany,embassy,,,,,http://www.wikidata.org/entity/Q14906554
Greece,Athens,,,Israel,embassy,,,http://embassies.gov.il/athens/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassyathens%20out.jpg,http://www.wikidata.org/entity/Q5369738
Greece,Athens,,Point(23.767 37.9989),Moldova,embassy,,,,,http://www.wikidata.org/entity/Q6895817
Greece,Athens,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q19383550
Greece,Athens,,Point(23.7704 38.006),Poland,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Polish%20Ambassy%20in%20Athens.jpg,http://www.wikidata.org/entity/Q9149569
Greece,Athens,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q12794028
Greece,Athens,,,South Korea,embassy,,,,,http://www.wikidata.org/entity/Q55734480
Greece,Athens,,Point(23.74077778 37.97077778),Sweden,embassy,,,http://www.swedenabroad.com/Athen/,,http://www.wikidata.org/entity/Q5369872
Greece,Athens,,Point(23.7421417 37.9728066),Turkey,embassy,,,http://atina.be.mfa.gov.tr/,,http://www.wikidata.org/entity/Q1311065
Greece,Athens,"2, Stephanou Delta Str. - 152 37 Filothei, Athens",Point(23.784382 38.015553),Ukraine,embassy,+30-21-0680-0230,mailto:emb_gr@mfa.gov.ua,http://greece.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142700
Greece,Athens,,Point(23.7552 37.9822),United States of America,embassy,,,https://athens.usembassy.gov/,http://commons.wikimedia.org/wiki/Special:FilePath/American%20embassy%20at%20vasilissis%20sophias%20in%20athens.JPG,http://www.wikidata.org/entity/Q5369951
Greece,Athens,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12785005
Greece,Municipality of Thessaloniki,"Τσιμισκή 43, 7ος Όροφος, 546 23, Θεσσαλονίκη",Point(22.94246 40.63369),United States of America,consulate general,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Office%20building.jpg,http://www.wikidata.org/entity/Q5164582
Grenada,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12785006
Guatemala,,,,France,embassy,,,http://ambafrance-gt.org/,,http://www.wikidata.org/entity/Q1408691
Guatemala,,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q18333514
Guatemala,Guatemala City,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12785003
Guinea,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857228
Guinea,Conakry,,Point(-13.715256 9.51172),France,embassy,,,http://www.ambafrance-gn.org/,,http://www.wikidata.org/entity/Q2841743
Guinea,Conakry,,,Ukraine,embassy,+224-62353801,mailto:emb_gv@mfa.gov.ua,http://guinea.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142699
Guinea,Conakry,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q620041
Guinea-Bissau,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q19932604
Guinea-Bissau,Bissau,,Point(-15.6261 11.8622),France,embassy,,,http://www.ambafrance-gw.org/,,http://www.wikidata.org/entity/Q2841745
Guinea-Bissau,Bissau,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q19977757
Guyana,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12785001
Haiti,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q13542678
Haiti,Port-au-Prince,,Point(-72.334886 18.539136),France,embassy,,,http://www.ambafrance-ht.org/,http://commons.wikimedia.org/wiki/Special:FilePath/AmbassadedeFranceenHa%C3%AFti.jpg,http://www.wikidata.org/entity/Q2841747
Honduras,,CALLE LAS FLORES # 136 LAS COLINAS,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q29512304
Honduras,Tegucigalpa,,,Brazil,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Brazilian%20embassy%20in%20Tegucigalpa%2C%20Honduras.jpg,http://www.wikidata.org/entity/Q10272277
Honduras,Tegucigalpa,,Point(-87.191448 14.10173),France,embassy,,,http://ambafrance-hn.org/,,http://www.wikidata.org/entity/Q2841641
Honduras,Tegucigalpa,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q19932605
Hungary,,,Point(19.0325878 47.5082927),Netherlands,embassy,,,https://www.nederlandwereldwijd.nl/landen/hongarije/over-ons/ambassade-in-boedapest,,http://www.wikidata.org/entity/Q38085942
Hungary,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857112
Hungary,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q29448245
Hungary,,,Point(19.03263 47.50785),Sweden,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Sweden%20Budapest.jpg,http://www.wikidata.org/entity/Q10686001
Hungary,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q11794172
Hungary,Budapest,,,Azerbaijan,embassy,,,,,http://www.wikidata.org/entity/Q20580549
Hungary,Budapest,,Point(19.0368 47.5109),Cameroon,embassy,,,http://www.canadainternational.gc.ca/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Canada%20Budapest.jpg,http://www.wikidata.org/entity/Q5369596
Hungary,Budapest,,Point(19.075838 47.514802),France,embassy,,,http://ambafrance-hu.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20France%20Budapest.jpg,http://www.wikidata.org/entity/Q2841748
Hungary,Budapest,,,Germany,embassy,,,,,http://www.wikidata.org/entity/Q5369694
Hungary,Budapest,,Point(19.0753 47.5089),Poland,embassy,,,http://www.budapeszt.polemb.net,,http://www.wikidata.org/entity/Q11685577
Hungary,Budapest,"Dózsa György út 92/b, Budapest",,Serbia,embassy,+36-1-322-9838,,http://www.budapest.mfa.gov.rs/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Serbia%20Budapest.jpg,http://www.wikidata.org/entity/Q5369855
Hungary,Budapest,,Point(19.07634 47.51333),Turkey,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Turkish%20embassy%20in%20Budapest.jpg,http://www.wikidata.org/entity/Q2464733
Hungary,Budapest,"1125, Budapest, 84/B Istenhegyi Str. (ХІІ district)",Point(18.993717 47.505427),Ukraine,embassy,+61-4224120,mailto:emb_hu@mfa.gov.ua,http://hungary.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142734
Hungary,Budapest I. District,,Point(19.0294833 47.5060252),Norway,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/NorvegKovetsegFotoThalerTamas.jpg,http://www.wikidata.org/entity/Q19383561
Hungary,Budapest II. District,,Point(19.0031401 47.5313576),Slovenia,embassy,,,http://budimpesta.veleposlanistvo.si/,http://commons.wikimedia.org/wiki/Special:FilePath/Szlov%C3%A9n%20Nagyk%C3%B6vets%C3%A9g.jpg,http://www.wikidata.org/entity/Q15629239
Hungary,Budapest II. District,,Point(19.02625 47.515083333),United Kingdom,embassy,,,https://www.gov.uk/government/world/organisations/british-embassy-budapest,http://commons.wikimedia.org/wiki/Special:FilePath/British%20Embassy%2C%20Budapest%20%2832623311765%29.jpg,http://www.wikidata.org/entity/Q851139
Hungary,Budapest V. District,,Point(19.051419 47.504551),United States of America,embassy,,,https://hungary.usembassy.gov/,http://commons.wikimedia.org/wiki/Special:FilePath/Budapest%20U.S.%20embassy.JPG,http://www.wikidata.org/entity/Q783754
Hungary,Szentgotthárd,,,Slovenia,consulate general,,,,,http://www.wikidata.org/entity/Q12789675
Hungary,Újbuda,,Point(19.0467919 47.4828402),Finland,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Finnish%20Embassy%20in%20Budapest.jpg,http://www.wikidata.org/entity/Q1001543
Iceland,,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q18333539
Iceland,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q9230830
Iceland,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q19932596
Iceland,Reykjavík,,Point(-21.947325 64.148157),France,embassy,,,http://www.ambafrance-is.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Hofdi%20House%20Reykjavik.jpg,http://www.wikidata.org/entity/Q2841753
Iceland,Reykjavík,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q19383596
Iceland,Reykjavík,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q19934394
Iceland,Reykjavík,,Point(-21.9372 64.1428),United Kingdom,embassy,,,https://www.gov.uk/government/world/organisations/british-embassy-reykjavik/,http://commons.wikimedia.org/wiki/Special:FilePath/DeUkEmbassyRkv.JPG,http://www.wikidata.org/entity/Q20990676
India,,,Point(77.18638889 28.59166667),Afghanistan,embassy,,,http://newdelhi.mfa.af,http://commons.wikimedia.org/wiki/Special:FilePath/Afghan%20embassy%20Delhi%201069.JPG,http://www.wikidata.org/entity/Q1854458
India,,,,Holy See,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q4780644
India,,,Point(77.1854303 28.5913304),Netherlands,embassy,,,https://www.nederlandwereldwijd.nl/landen/india/over-ons/ambassade-in-new-delhi,,http://www.wikidata.org/entity/Q38086437
India,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857286
India,,,,South Korea,consulate general,,,,,http://www.wikidata.org/entity/Q17062313
India,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q28114098
India,,,Point(77.18387 28.5949),Sweden,embassy,,,,,http://www.wikidata.org/entity/Q10686016
India,Chennai,,,Germany,consulate general,,,,,http://www.wikidata.org/entity/Q5164562
India,Chennai,,,Japan,consulate general,,,,,http://www.wikidata.org/entity/Q5164553
India,New Delhi,"Vasant Marg, Vasant Vihar E-70",,Azerbaijan,embassy,+91-26152228,mailto:newdelhi@mission.mfa.gov.az,,,http://www.wikidata.org/entity/Q12836878
India,New Delhi,,Point(77.183888888 28.586388888),Belgium,embassy,,,http://www.diplomatie.be/newdelhi/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Belgium%20in%20New%20Delhi.jpg,http://www.wikidata.org/entity/Q15216557
India,New Delhi,,Point(77.187865 28.595643),France,embassy,,,http://ambafrance-in.org/,,http://www.wikidata.org/entity/Q2841749
India,New Delhi,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q19383589
India,New Delhi,,Point(77.183586 28.582809),Russia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/RusEmbDelhi.JPG,http://www.wikidata.org/entity/Q16687395
India,New Delhi,,,South Korea,embassy,,,,,http://www.wikidata.org/entity/Q55734530
India,New Delhi,"E-1/8, Vasant Vihar, New Delhi",Point(77.158151 28.565903),Ukraine,embassy,+91-11-2614-6041,mailto:emb_in@mfa.gov.ua,http://india.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142687
India,New Delhi,,,United States of America,embassy,,,https://newdelhi.usembassy.gov/,http://commons.wikimedia.org/wiki/Special:FilePath/US%20Embassy%20New%20Delhi.jpg,http://www.wikidata.org/entity/Q24947370
Indonesia,,,,Azerbaijan,embassy,,,,,http://www.wikidata.org/entity/Q12836909
Indonesia,,,Point(106.817 -6.16667),Holy See,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q14664852
Indonesia,,,Point(106.822416666 -6.191611111),Japan,embassy,,,,,http://www.wikidata.org/entity/Q44981967
Indonesia,,,,Netherlands,embassy,,,,,http://www.wikidata.org/entity/Q38086932
Indonesia,,,Point(106.817 -6.16667),Poland,embassy,,,,,http://www.wikidata.org/entity/Q16528151
Indonesia,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q28715477
Indonesia,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q28716376
Indonesia,,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q18333518
Indonesia,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q19932606
Indonesia,Denpasar,,Point(115.238194444 -8.673416666),Japan,consulate general,,,http://www.denpasar.id.emb-japan.go.jp/itprtop_ja/,,http://www.wikidata.org/entity/Q45288464
Indonesia,Jakarta,,,Australia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Australian%20Embassy%20Jakarta%20new.jpg,http://www.wikidata.org/entity/Q48734360
Indonesia,Jakarta,,,Brazil,embassy,,,,,http://www.wikidata.org/entity/Q10272255
Indonesia,Jakarta,,Point(106.822348 -6.196632),France,embassy,,,http://www.ambafrance-id.org/,,http://www.wikidata.org/entity/Q2841750
Indonesia,Jakarta,"Generali Tower – Gran Rubina Business Park, 16th floor, Rasuna Epicentrum. Jl. H. R. Rasuna Said, South Jakarta 12940",Point(106.830881 -6.2197381),Ukraine,embassy,+62-21-2500801,mailto:emb_id@mfa.gov.ua,http://indonesia.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142686
Indonesia,Jakarta,,,United Kingdom,embassy,,,https://www.gov.uk/government/world/organisations/british-embassy-jakarta/,http://commons.wikimedia.org/wiki/Special:FilePath/British%20Embassy%20Jakarta.JPG,http://www.wikidata.org/entity/Q25052258
Indonesia,Jakarta,,,United States of America,embassy,,,https://id.usembassy.gov/,,http://www.wikidata.org/entity/Q5369957
Indonesia,Medan,,Point(98.672333333 3.583194444),Japan,consulate general,,,http://www.medan.id.emb-japan.go.jp/itprtop_ja/,,http://www.wikidata.org/entity/Q45309586
Indonesia,Surabaya,,Point(112.746527777 -7.272444444),Japan,consulate general,,,http://www.surabaya.id.emb-japan.go.jp/itprtop_ja/,,http://www.wikidata.org/entity/Q45208981
Iran,,,Point(51.409027777 35.797083333),Japan,embassy,,,,,http://www.wikidata.org/entity/Q25425120
Iran,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q28716470
Iran,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q11794173
Iran,Tabriz,,Point(46.35584319 38.05817831),Azerbaijan,consulate general,,,,,http://www.wikidata.org/entity/Q5740059
Iran,Tabriz,,Point(46.35583333 38.06611111),Turkey,consulate general,,,,,http://www.wikidata.org/entity/Q11248812
Iran,Tehran,,,Australia,embassy,,,http://www.iran.embassy.gov.au/,,http://www.wikidata.org/entity/Q25425121
Iran,Tehran,,,Azerbaijan,embassy,,,http://tehran.mfa.gov.az/,,http://www.wikidata.org/entity/Q12836903
Iran,Tehran,,,Denmark,embassy,,,http://iran.um.dk/en/,,http://www.wikidata.org/entity/Q5921229
Iran,Tehran,,,France,embassy,,,https://ir.ambafrance.org/,,http://www.wikidata.org/entity/Q1348843
Iran,Tehran,,,Germany,embassy,,,http://www.teheran.diplo.de/Vertretung/teheran/fa/Startseite.html,,http://www.wikidata.org/entity/Q20110427
Iran,Tehran,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q19383601
Iran,Tehran,,Point(51.477069444 35.804358333),People's Republic of China,embassy,,,http://ir.chineseembassy.org/eng/,,http://www.wikidata.org/entity/Q25425111
Iran,Tehran,,,Poland,embassy,,,http://www.teheran.msz.gov.pl,,http://www.wikidata.org/entity/Q30905894
Iran,Tehran,,,Saudi Arabia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Burned%20embassy%20of%20the%20Kingdom%20of%20Saudi%20Arabia%20in%20Tehran.jpg,http://www.wikidata.org/entity/Q22908116
Iran,Tehran,,Point(51.47555 35.80103),Sweden,embassy,,,,,http://www.wikidata.org/entity/Q10686027
Iran,Tehran,,,Switzerland,embassy,,,https://www.eda.admin.ch/tehran,,http://www.wikidata.org/entity/Q5707355
Iran,Tehran,,,Turkey,embassy,,,http://tehran.emb.mfa.gov.tr/Mission,http://commons.wikimedia.org/wiki/Special:FilePath/Turkish%202018%20general%20election%20in%20Tehran%2023.jpg,http://www.wikidata.org/entity/Q25425131
Iran,Tehran,"м.Тегеран, вул. Шахід Бахонар, пров.Гадері, буд.10",Point(51.44571607 35.81162855),Ukraine,embassy,+98-21-2239-7195,mailto:emb_ir@mfa.gov.ua,http://iran.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142689
Iran,Tehran,,Point(51.423731 35.707781),United States of America,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ex%20embassy%20US%20tehran.jpg,http://www.wikidata.org/entity/Q5369972
Iran,Tehran Province,,Point(51.400030555 35.707527777),Italy,embassy,,,https://ambteheran.esteri.it/ambasciata_teheran/it/,,http://www.wikidata.org/entity/Q5905841
Iran,Tehran Province,,Point(51.418611 35.695678),United Kingdom,embassy,,,https://www.gov.uk/world/organisations/uk-for-iranians,http://commons.wikimedia.org/wiki/Special:FilePath/UKinIran.JPG,http://www.wikidata.org/entity/Q19894883
Iraq,,,,Qatar,embassy,,,,,http://www.wikidata.org/entity/Q25539549
Iraq,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857302
Iraq,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q28114110
Iraq,,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q10685997
Iraq,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q4780647
Iraq,Baghdad,,,Armenia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Armenian%20Embassy%20in%20Iraq.jpg,http://www.wikidata.org/entity/Q48988957
Iraq,Baghdad,,Point(44.421458 33.312074),France,embassy,,,http://www.ambafrance-iq.org/,,http://www.wikidata.org/entity/Q2841751
Iraq,Baghdad,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q19383551
Iraq,Baghdad,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q25541198
Iraq,Baghdad,"Baghdad, Al-Mansour Dist. 609, Str. 1, H.50",Point(44.342369 33.312028),Ukraine,embassy,,mailto:emb_iq@mfa.gov.ua,http://iraq.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142688
Iraq,Baghdad,,Point(44.395678 33.298642),United States of America,embassy,,,http://iraq.usembassy.gov,http://commons.wikimedia.org/wiki/Special:FilePath/U.S.%20Embassy%20in%20Baghdad%2C%20Iraq.png,http://www.wikidata.org/entity/Q2841860
Ireland,,,Point(-6.215737 53.3208861),Netherlands,embassy,,,https://www.nederlandwereldwijd.nl/landen/ierland/over-ons/ambassade-in-dublin,,http://www.wikidata.org/entity/Q38086261
Ireland,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857304
Ireland,,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q18333512
Ireland,Dublin,,Point(-6.223299 53.320124),France,embassy,,,http://www.ambafrance-ie.org/,,http://www.wikidata.org/entity/Q2841752
Ireland,Dublin,,Point(-6.1854089 53.3045955),State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q29447717
Ireland,Dublin,,Point(-6.2238 53.3251),United Kingdom,embassy,,,https://www.gov.uk/government/world/organisations/british-embassy-dublin/,http://commons.wikimedia.org/wiki/Special:FilePath/British%20Embassy%2C%20Dublin.jpg,http://www.wikidata.org/entity/Q20642299
Ireland,Dublin,,Point(-6.233717 53.330325),United States of America,embassy,,,https://ie.usembassy.gov/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20the%20United%20States%20in%20Dublin.JPG,http://www.wikidata.org/entity/Q5369955
Ireland,Ireland,"16, Elgin Road, Ballsbridge, Dublin 4",Point(-6.236401 53.33056),Ukraine,embassy,+353-1-668-5189,mailto:emb_ie@mfa.gov.ua,http://ireland.mfa.gov.ua/ua,,http://www.wikidata.org/entity/Q7216893
Israel,,,,Vatican City,Apostolic Nunciature,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Israel%20Batch%201%20%2885%29.JPG,http://www.wikidata.org/entity/Q2946779
Israel,Haifa,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q19934380
Israel,Jerusalem,,Point(35.224134 31.77523),France,consulate general,,,http://www.consulfrance-jerusalem.org/,,http://www.wikidata.org/entity/Q38284714
Israel,Jerusalem,"David Flusser Street 14, Jerusalem",Point(35.224632 31.747816),United States of America,embassy,+972-2-630-4000,,https://il.usembassy.gov/,http://commons.wikimedia.org/wiki/Special:FilePath/Relocation%20of%20US%20Embassy%20in%20Israel%20from%20Tel%20Aviv%20to%20Jerusalem%20DSC0557%20%2828239099728%29.jpg,http://www.wikidata.org/entity/Q53492009
Israel,Tel Aviv,,Point(34.768127777 32.082061111),France,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Promessa035.jpg,http://www.wikidata.org/entity/Q28065377
Israel,Tel Aviv,,Point(34.783225 32.07461944),Germany,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel-frisch-tower.JPG,http://www.wikidata.org/entity/Q5369700
Israel,Tel Aviv,,,Italy,embassy,,,https://ambtelaviv.esteri.it/,,http://www.wikidata.org/entity/Q54834137
Israel,Tel Aviv,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q19383602
